NodeID,Latitude,Longitude,Neighbor1,Distance1,Neighbor2,Distance2,Neighbor3,Distance3,Neighbor4,Distance4,Neighbor5,Distance5,Neighbor6,Distance6
11943,42.3671763093,-70.9142656152,37887,8,11944,3,11942,4,N/A,N/A,N/A,N/A,N/A,N/A
11944,42.4244651919,-70.9030721145,37887,6,11943,3,11945,3,N/A,N/A,N/A,N/A,N/A,N/A
11945,42.4826248768,-70.8898994957,37887,6,11944,3,11946,4,N/A,N/A,N/A,N/A,N/A,N/A
11946,42.563563063,-70.8683902058,37887,8,11945,4,11947,6,N/A,N/A,N/A,N/A,N/A,N/A
11947,42.6765968014,-70.8321008853,37887,13,11946,6,38004,17,11948,9,N/A,N/A,N/A,N/A
11948,42.8332537223,-70.7695144537,11947,9,38004,14,11949,10,N/A,N/A,N/A,N/A,N/A,N/A
11949,42.9940208556,-70.6899021411,11950,7,38004,17,11948,10,N/A,N/A,N/A,N/A,N/A,N/A
11950,43.1062541602,-70.6246368457,11951,5,41809,12,38004,22,11949,7,N/A,N/A,N/A,N/A
11951,43.1846960196,-70.5740541621,11952,3,41809,8,11950,5,N/A,N/A,N/A,N/A,N/A,N/A
11952,43.239710643,-70.536038027,11951,3,41809,7,11953,2,N/A,N/A,N/A,N/A,N/A,N/A
11953,43.2820744361,-70.505288808,11952,2,41809,7,11954,3,N/A,N/A,N/A,N/A,N/A,N/A
11954,43.335362738,-70.4647327036,11953,3,11955,5,41809,9,37732,11,N/A,N/A,N/A,N/A
11955,43.4091692334,-70.4049833094,11954,5,37732,8,11956,7,N/A,N/A,N/A,N/A,N/A,N/A
11956,43.5108247868,-70.3155286396,40554,13,11955,7,37732,8,11957,10,N/A,N/A,N/A,N/A
11957,43.6481690974,-70.1804072251,40554,8,11956,10,11958,9,N/A,N/A,N/A,N/A,N/A,N/A
11958,43.7720899664,-70.0428567957,11959,6,40554,11,41165,15,11957,9,N/A,N/A,N/A,N/A
11959,43.8568628504,-69.9391605699,11960,4,41165,10,11958,6,N/A,N/A,N/A,N/A,N/A,N/A
11960,43.9152334532,-69.8627335566,11959,4,11961,3,41165,7,N/A,N/A,N/A,N/A,N/A,N/A
11961,43.9558275063,-69.8069652186,11960,3,11962,2,41165,6,N/A,N/A,N/A,N/A,N/A,N/A
11962,43.9872261284,-69.7622630571,11961,2,11963,3,41165,7,N/A,N/A,N/A,N/A,N/A,N/A
11963,44.0268621665,-69.7037312988,11962,3,11964,4,41165,9,N/A,N/A,N/A,N/A,N/A,N/A
11964,44.0810693956,-69.6194464635,11963,4,11965,6,41165,13,N/A,N/A,N/A,N/A,N/A,N/A
11965,44.1541266905,-69.4967449546,27384,29,11964,6,41165,19,11966,9,N/A,N/A,N/A,N/A
11966,44.2495534031,-69.3161461149,11967,11,27384,25,11965,9,N/A,N/A,N/A,N/A,N/A,N/A
11967,44.346576721,-69.0979074536,27384,24,11966,11,11968,8,N/A,N/A,N/A,N/A,N/A,N/A
11968,44.4076046731,-68.9318290054,42599,14,27384,25,11969,5,11967,8,N/A,N/A,N/A,N/A
11969,44.445542586,-68.8101210755,42599,9,11968,5,11970,4,N/A,N/A,N/A,N/A,N/A,N/A
11970,44.4726063177,-68.7098713422,42599,6,11969,4,11971,6,N/A,N/A,N/A,N/A,N/A,N/A
11971,44.5037531876,-68.5759668201,42599,6,11970,6,11972,8,N/A,N/A,N/A,N/A,N/A,N/A
11972,44.541366704,-68.3847038199,42599,12,42722,22,11971,8,11973,11,N/A,N/A,N/A,N/A
11973,44.587625823,-68.1171346345,42722,15,11972,11,11974,10,N/A,N/A,N/A,N/A,N/A,N/A
11974,44.630253058,-67.878671091,11975,7,42722,15,11973,10,N/A,N/A,N/A,N/A,N/A,N/A
11975,44.6653525755,-67.710765348,11976,5,42722,19,39268,16,11974,7,N/A,N/A,N/A,N/A
11976,44.694387512,-67.5928151479,11975,5,11977,5,39268,11,N/A,N/A,N/A,N/A,N/A,N/A
11977,44.7265440603,-67.4797387693,11976,5,11978,7,39268,8,N/A,N/A,N/A,N/A,N/A,N/A
11978,44.7759326193,-67.3246097084,11977,7,11979,10,39268,8,N/A,N/A,N/A,N/A,N/A,N/A
11979,44.848328909,-67.1082699177,40714,25,11978,10,39268,16,11980,14,N/A,N/A,N/A,N/A
11980,44.9312647042,-66.7972397563,40714,19,11979,14,11981,12,N/A,N/A,N/A,N/A,N/A,N/A
11981,44.8974854561,-66.5065645763,40714,15,11980,12,11982,9,N/A,N/A,N/A,N/A,N/A,N/A
11982,44.7802532164,-66.370399013,11983,6,40714,12,11981,9,N/A,N/A,N/A,N/A,N/A,N/A
11983,44.6834535591,-66.3025376063,11984,4,40714,12,11982,6,N/A,N/A,N/A,N/A,N/A,N/A
11984,44.6125246924,-66.2619471095,11983,4,11985,3,40714,13,39524,7,N/A,N/A,N/A,N/A
11985,44.5613474833,-66.2353224276,11984,3,11986,2,39524,4,N/A,N/A,N/A,N/A,N/A,N/A
11986,44.5248483992,-66.2172234404,11985,2,11987,1,39524,2,N/A,N/A,N/A,N/A,N/A,N/A
11987,44.4988473971,-66.2046504446,11986,1,39524,2,11988,1,N/A,N/A,N/A,N/A,N/A,N/A
11988,44.4803539308,-66.1958293175,11987,1,39524,3,11989,0,N/A,N/A,N/A,N/A,N/A,N/A
11989,44.467202796,-66.1896045385,11988,0,37979,1,39524,3,11990,0,N/A,N/A,N/A,N/A
11990,44.4578445291,-66.1851948478,11991,0,37979,1,11989,0,N/A,N/A,N/A,N/A,N/A,N/A
11991,44.4511953636,-66.1820701509,11992,0,37979,1,11990,0,N/A,N/A,N/A,N/A,N/A,N/A
11992,44.4464725084,-66.1798544103,11991,0,11993,0,37979,0,N/A,N/A,N/A,N/A,N/A,N/A
11993,44.443110188,-66.1782786507,11992,0,11994,0,37979,0,N/A,N/A,N/A,N/A,N/A,N/A
11994,44.440718743,-66.1771586762,37351,0,11995,0,11993,0,37979,0,N/A,N/A,N/A,N/A
11995,44.4390211121,-66.1763640021,37351,0,11994,0,11996,0,N/A,N/A,N/A,N/A,N/A,N/A
11996,44.4378148035,-66.1757994976,37351,0,11995,0,11997,0,N/A,N/A,N/A,N/A,N/A,N/A
11997,44.4369550071,-66.175397234,37351,0,11996,0,11998,0,N/A,N/A,N/A,N/A,N/A,N/A
11998,44.4363441689,-66.1751114906,11999,0,37351,0,41523,0,11997,0,N/A,N/A,N/A,N/A
11999,44.4359107228,-66.1749087504,12000,0,41523,0,11998,0,N/A,N/A,N/A,N/A,N/A,N/A
12000,44.4356023082,-66.1747645031,11999,0,12001,0,41523,0,N/A,N/A,N/A,N/A,N/A,N/A
12001,44.4353832725,-66.174662064,12000,0,12002,0,41523,0,N/A,N/A,N/A,N/A,N/A,N/A
12002,44.4352272371,-66.1745890918,41523,0,12001,0,12003,0,41181,0,N/A,N/A,N/A,N/A
12003,44.4351164816,-66.1745372967,12002,0,12004,0,41181,0,N/A,N/A,N/A,N/A,N/A,N/A
12004,44.4350377745,-66.1745004898,12003,0,12005,0,41181,0,N/A,N/A,N/A,N/A,N/A,N/A
12005,44.4349691768,-66.1744684109,12004,0,41181,0,12006,0,N/A,N/A,N/A,N/A,N/A,N/A
12006,44.4348756783,-66.1744246881,12007,0,12005,0,41181,0,N/A,N/A,N/A,N/A,N/A,N/A
12007,44.4347442662,-66.1743632372,12008,0,41181,0,12006,0,N/A,N/A,N/A,N/A,N/A,N/A
12008,44.4345591719,-66.1742766859,12007,0,37425,0,12009,0,41181,0,N/A,N/A,N/A,N/A
12009,44.4342985583,-66.1741548265,12008,0,37425,0,12010,0,N/A,N/A,N/A,N/A,N/A,N/A
12010,44.4339327458,-66.1739837875,37425,0,12011,0,12009,0,N/A,N/A,N/A,N/A,N/A,N/A
12011,44.4334181873,-66.1737432204,37425,0,12010,0,12012,0,N/A,N/A,N/A,N/A,N/A,N/A
12012,44.4326932379,-66.1734043294,37425,0,12011,0,12013,0,N/A,N/A,N/A,N/A,N/A,N/A
12013,44.4316728729,-66.1729274146,37425,0,12012,0,12014,0,N/A,N/A,N/A,N/A,N/A,N/A
12014,44.430240633,-66.1722581313,12015,0,37425,0,37979,0,12013,0,N/A,N/A,N/A,N/A
12015,44.4282242543,-66.1713161439,12016,0,37979,0,12014,0,N/A,N/A,N/A,N/A,N/A,N/A
12016,44.4253867465,-66.1699910322,12015,0,12017,0,37979,1,N/A,N/A,N/A,N/A,N/A,N/A
12017,44.4213873767,-66.1681241754,12016,0,39009,1,12018,0,37979,1,N/A,N/A,N/A,N/A
12018,44.4157755565,-66.1655060001,39009,1,12019,0,12017,0,N/A,N/A,N/A,N/A,N/A,N/A
12019,44.4078759265,-66.1618222828,39009,1,12018,0,12020,0,N/A,N/A,N/A,N/A,N/A,N/A
12020,44.396764572,-66.1566421388,39009,1,12019,0,12021,0,N/A,N/A,N/A,N/A,N/A,N/A
12021,44.3811040936,-66.1493370298,39009,1,38402,1,12020,0,12022,1,N/A,N/A,N/A,N/A
12022,44.3591382924,-66.1390643812,12023,1,38402,2,12021,1,N/A,N/A,N/A,N/A,N/A,N/A
12023,44.3282500599,-66.1245172382,41175,7,12024,2,38402,3,12022,1,N/A,N/A,N/A,N/A
12024,44.2848220507,-66.1037239771,41175,8,12023,2,12025,3,N/A,N/A,N/A,N/A,N/A,N/A
12025,44.2239406652,-66.0735011405,41175,11,12024,3,12026,5,40086,18,N/A,N/A,N/A,N/A
12026,44.1392658405,-66.0281231706,12025,5,12027,7,40086,16,N/A,N/A,N/A,N/A,N/A,N/A
12027,44.0232042574,-65.9549251759,12026,7,12028,10,40086,16,N/A,N/A,N/A,N/A,N/A,N/A
12028,43.8748474392,-65.8187372157,25567,35,12027,10,12029,13,40086,23,N/A,N/A,N/A,N/A
12029,43.7723695273,-65.5440148287,25567,37,39792,22,12028,13,12030,12,N/A,N/A,N/A,N/A
12030,43.8028999649,-65.2616549035,12031,8,39792,15,12029,12,N/A,N/A,N/A,N/A,N/A,N/A
12031,43.8558933002,-65.0720519138,39792,17,37832,13,12032,6,12030,8,N/A,N/A,N/A,N/A
12032,43.9007746245,-64.9415576394,12031,6,37832,7,12033,4,N/A,N/A,N/A,N/A,N/A,N/A
12033,43.9348173874,-64.8504316541,37832,5,12034,3,12032,4,N/A,N/A,N/A,N/A,N/A,N/A
12034,43.9598040481,-64.7861216213,37832,5,12033,3,12035,2,N/A,N/A,N/A,N/A,N/A,N/A
12035,43.9778414182,-64.7406298372,37832,6,12034,2,37076,5,12036,1,N/A,N/A,N/A,N/A
12036,43.9907631143,-64.7083979558,12035,1,37076,4,12037,1,N/A,N/A,N/A,N/A,N/A,N/A
12037,44.0000048996,-64.6854890117,12036,1,37076,3,12038,1,N/A,N/A,N/A,N/A,N/A,N/A
12038,44.0084057629,-64.6647498693,12039,1,37076,3,12037,1,N/A,N/A,N/A,N/A,N/A,N/A
12039,44.0200118623,-64.6362200934,12040,1,37076,3,12038,1,N/A,N/A,N/A,N/A,N/A,N/A
12040,44.0364212851,-64.5961098511,12039,1,12041,2,40683,6,37076,4,N/A,N/A,N/A,N/A
12041,44.0596459087,-64.5397552369,12040,2,12042,3,40683,4,N/A,N/A,N/A,N/A,N/A,N/A
12042,44.0925204713,-64.4607074337,12043,5,12041,3,40683,4,N/A,N/A,N/A,N/A,N/A,N/A
12043,44.139180504,-64.3496784634,38793,8,12042,5,40683,8,12044,7,N/A,N/A,N/A,N/A
12044,44.20530527,-64.1939182437,38793,6,12043,7,12045,8,N/A,N/A,N/A,N/A,N/A,N/A
12045,44.2800482443,-64.0188092554,38793,13,39906,15,12044,8,12046,6,N/A,N/A,N/A,N/A
12046,44.333983843,-63.8922258634,12047,4,39906,13,12045,6,N/A,N/A,N/A,N/A,N/A,N/A
12047,44.3722682255,-63.8018898528,12048,3,39906,13,12046,4,N/A,N/A,N/A,N/A,N/A,N/A
12048,44.3993488479,-63.7376093112,12047,3,12049,2,39906,14,N/A,N/A,N/A,N/A,N/A,N/A
12049,44.4185446757,-63.6918024139,12048,2,39033,4,12050,1,39906,15,N/A,N/A,N/A,N/A
12050,44.4321326261,-63.6592372228,39033,3,12051,1,12049,1,N/A,N/A,N/A,N/A,N/A,N/A
12051,44.4417772047,-63.6360452827,39033,2,12050,1,12052,0,N/A,N/A,N/A,N/A,N/A,N/A
12052,44.4486149583,-63.6195612791,39033,2,12051,0,12053,0,N/A,N/A,N/A,N/A,N/A,N/A
12053,44.4534713091,-63.6078320627,39033,2,12052,0,12054,0,N/A,N/A,N/A,N/A,N/A,N/A
12054,44.4569812402,-63.5993431221,12055,0,39033,2,12053,0,N/A,N/A,N/A,N/A,N/A,N/A
12055,44.4607829485,-63.5901372775,12056,0,39033,2,12054,0,N/A,N/A,N/A,N/A,N/A,N/A
12056,44.466116076,-63.577203299,12055,0,39033,2,12057,0,N/A,N/A,N/A,N/A,N/A,N/A
12057,44.4736118095,-63.5589851949,12056,0,39033,3,12058,1,35974,3,N/A,N/A,N/A,N/A
12058,44.4841411787,-63.5333155757,12057,1,12059,1,35974,2,N/A,N/A,N/A,N/A,N/A,N/A
12059,44.4988723131,-63.4972467434,12058,1,12060,2,35974,1,N/A,N/A,N/A,N/A,N/A,N/A
12060,44.519534582,-63.4463439304,12059,2,12061,3,35974,3,N/A,N/A,N/A,N/A,N/A,N/A
12061,44.5484223461,-63.3745506451,35974,6,12060,3,42869,10,12062,4,N/A,N/A,N/A,N/A
12062,44.5886838837,-63.2732258544,12063,6,12061,4,42869,9,N/A,N/A,N/A,N/A,N/A,N/A
12063,44.6445884302,-63.1299566441,41335,10,12064,8,42869,13,12062,6,N/A,N/A,N/A,N/A
12064,44.7139743315,-62.9476571571,41335,5,12063,8,12065,6,N/A,N/A,N/A,N/A,N/A,N/A
12065,44.7663099796,-62.8065935768,41335,8,12064,6,12066,4,38428,8,N/A,N/A,N/A,N/A
12066,44.8029317409,-62.7059220642,12065,4,12067,3,38428,4,N/A,N/A,N/A,N/A,N/A,N/A
12067,44.8286538132,-62.6341912916,12066,3,38428,4,12068,2,N/A,N/A,N/A,N/A,N/A,N/A
12068,44.8468433923,-62.5829361026,12067,2,38428,5,12069,1,N/A,N/A,N/A,N/A,N/A,N/A
12069,44.8596842068,-62.5464805014,36033,2,12068,1,38428,6,12070,1,N/A,N/A,N/A,N/A
12070,44.8687681685,-62.5205517475,12071,0,36033,1,12069,1,N/A,N/A,N/A,N/A,N/A,N/A
12071,44.8752132641,-62.5020843105,12072,0,36033,1,12070,0,N/A,N/A,N/A,N/A,N/A,N/A
12072,44.8797799239,-62.4889632302,12071,0,36033,1,12073,0,N/A,N/A,N/A,N/A,N/A,N/A
12073,44.8837114442,-62.4776431229,12072,0,36033,1,12074,0,N/A,N/A,N/A,N/A,N/A,N/A
12074,44.8890405501,-62.4622665573,12075,1,12073,0,40955,6,36033,1,N/A,N/A,N/A,N/A
12075,44.8965265097,-62.4406141409,12074,1,40955,5,12076,1,N/A,N/A,N/A,N/A,N/A,N/A
12076,44.9070308018,-62.4101573114,12075,1,40955,5,12077,2,N/A,N/A,N/A,N/A,N/A,N/A
12077,44.9218083711,-62.3672469498,40955,5,12076,2,12078,2,N/A,N/A,N/A,N/A,N/A,N/A
12078,44.9426276685,-62.3069084905,12079,4,40955,6,12077,2,N/A,N/A,N/A,N/A,N/A,N/A
12079,44.9721287103,-62.2223555892,39379,20,40955,9,12080,5,12078,4,N/A,N/A,N/A,N/A
12080,45.0148675151,-62.1040895088,12079,5,12081,7,39379,18,N/A,N/A,N/A,N/A,N/A,N/A
12081,45.0796858996,-61.9422876409,12080,7,12082,11,39379,18,N/A,N/A,N/A,N/A,N/A,N/A
12082,45.1983095276,-61.7437188482,12083,11,12081,11,39379,25,39860,17,37317,23,N/A,N/A
12083,45.3814800745,-61.8151286013,12082,11,39860,7,12084,10,N/A,N/A,N/A,N/A,N/A,N/A
12084,45.4801412561,-62.0119698234,42784,11,12083,10,39860,11,12085,7,N/A,N/A,N/A,N/A
12085,45.5392743853,-62.1566714336,42784,6,12084,7,12086,5,N/A,N/A,N/A,N/A,N/A,N/A
12086,45.5793196209,-62.2610328409,12087,3,42784,6,12085,5,N/A,N/A,N/A,N/A,N/A,N/A
12087,45.6071865717,-62.3355634288,41856,2,12086,3,42784,8,12088,2,N/A,N/A,N/A,N/A
12088,45.6267862759,-62.3886151045,12087,2,41856,1,12089,1,N/A,N/A,N/A,N/A,N/A,N/A
12089,45.640640078,-62.4263381357,41856,2,12090,1,12088,1,N/A,N/A,N/A,N/A,N/A,N/A
12090,45.6504666508,-62.4531791932,41856,3,12089,1,12091,0,38005,3,N/A,N/A,N/A,N/A
12091,45.657509116,-62.4724488272,12090,0,12092,0,38005,3,N/A,N/A,N/A,N/A,N/A,N/A
12092,45.6647957301,-62.4924095846,12091,0,12093,1,38005,3,N/A,N/A,N/A,N/A,N/A,N/A
12093,45.6750021886,-62.5203982118,12092,1,38005,2,12094,1,N/A,N/A,N/A,N/A,N/A,N/A
12094,45.6893667135,-62.5598228717,12095,2,12093,1,38005,3,N/A,N/A,N/A,N/A,N/A,N/A
12095,45.7095906332,-62.6153335097,37247,19,12096,3,38005,5,12094,2,N/A,N/A,N/A,N/A
12096,45.7381005841,-62.6934455823,37247,19,12095,3,12097,5,N/A,N/A,N/A,N/A,N/A,N/A
12097,45.7784478282,-62.8034293573,37247,20,12096,5,12098,7,N/A,N/A,N/A,N/A,N/A,N/A
12098,45.8357364817,-62.9579296908,37247,23,12097,7,12099,10,N/A,N/A,N/A,N/A,N/A,N/A
12099,45.9179037795,-63.1748111826,37247,30,12098,10,42059,40,12100,14,N/A,N/A,N/A,N/A
12100,46.0375857294,-63.4773791041,42059,31,12099,14,12101,20,N/A,N/A,N/A,N/A,N/A,N/A
12101,46.2152153768,-63.8873102467,42059,27,12100,20,12102,17,N/A,N/A,N/A,N/A,N/A,N/A
12102,46.3921441672,-64.2341008088,12103,12,41033,16,42059,33,12101,17,N/A,N/A,N/A,N/A
12103,46.5368330876,-64.4595634134,12104,10,41033,11,12102,12,N/A,N/A,N/A,N/A,N/A,N/A
12104,46.6762237579,-64.627567227,12103,10,41567,28,41033,15,12105,14,N/A,N/A,N/A,N/A
12105,46.8781377613,-64.8116415213,41567,21,12104,14,12106,12,N/A,N/A,N/A,N/A,N/A,N/A
12106,47.0601276618,-64.9459151839,41567,21,12105,12,12107,8,N/A,N/A,N/A,N/A,N/A,N/A
12107,47.1899733291,-65.040832704,41567,24,42145,17,12106,8,12108,6,N/A,N/A,N/A,N/A
12108,47.2801752816,-65.1146568479,42145,12,12107,6,12109,5,N/A,N/A,N/A,N/A,N/A,N/A
12109,47.3618186065,-65.1919516895,42145,9,12108,5,12110,8,N/A,N/A,N/A,N/A,N/A,N/A
12110,47.4707591373,-65.3083918125,12111,11,42145,10,12109,8,N/A,N/A,N/A,N/A,N/A,N/A
12111,47.6214881961,-65.4768445656,12112,15,42145,19,12113,27,12110,11,N/A,N/A,N/A,N/A
12112,47.8513745533,-65.6400643732,12111,15,12113,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12113,48.076463898,-65.4041342534,12111,27,38000,32,42145,38,12114,15,12112,16,N/A,N/A
12114,48.2372373379,-65.1093769046,38000,22,12113,15,12115,11,N/A,N/A,N/A,N/A,N/A,N/A
12115,48.3799579032,-64.9333592283,38000,21,12114,11,12116,12,N/A,N/A,N/A,N/A,N/A,N/A
12116,48.5781249302,-64.8243311863,38000,30,12115,12,12117,16,40222,34,N/A,N/A,N/A,N/A
12117,48.8515382848,-64.8473772662,12118,13,12116,16,40222,25,N/A,N/A,N/A,N/A,N/A,N/A
12118,49.03653414,-65.0275152633,12119,14,35986,35,12117,13,40222,30,N/A,N/A,N/A,N/A
12119,49.1225071732,-65.3800375249,12120,16,35986,33,41678,42,12118,14,N/A,N/A,N/A,N/A
12120,49.0930226014,-65.7880931295,12119,16,12121,11,41678,33,N/A,N/A,N/A,N/A,N/A,N/A
12121,49.0356117195,-66.0714664337,12120,11,12122,12,40228,21,41678,33,N/A,N/A,N/A,N/A
12122,48.9560964538,-66.365417305,12121,12,12123,17,40228,11,N/A,N/A,N/A,N/A,N/A,N/A
12123,48.824247423,-66.7655877534,12129,45,12122,17,40228,15,12124,24,41836,32,N/A,N/A
12124,48.6161299022,-67.3118686322,12128,38,12129,43,12123,24,12125,35,N/A,N/A,N/A,N/A
12125,48.3060388351,-68.0630157128,12127,27,12128,42,12124,35,12126,48,N/A,N/A,N/A,N/A
12126,47.9224286835,-69.1316982985,12127,44,12125,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12127,48.5777722903,-68.6134155116,12128,33,12125,27,12126,44,N/A,N/A,N/A,N/A,N/A,N/A
12128,49.0065600348,-68.0718434172,12127,33,12129,23,12124,38,12125,42,N/A,N/A,N/A,N/A
12129,49.30076877,-67.6623137121,12128,23,12130,17,12123,45,12124,43,41836,28,N/A,N/A
12130,49.5036687048,-67.3584403962,12129,17,12131,12,41836,18,N/A,N/A,N/A,N/A,N/A,N/A
12131,49.6435907499,-67.1340417127,12130,12,41836,18,12132,8,N/A,N/A,N/A,N/A,N/A,N/A
12132,49.7399535634,-66.9692117429,12131,8,41836,23,12133,6,41678,30,N/A,N/A,N/A,N/A
12133,49.8117406125,-66.8388231414,12134,8,12132,6,41678,28,N/A,N/A,N/A,N/A,N/A,N/A
12134,49.897501246,-66.6710883294,12135,11,12133,8,41678,26,N/A,N/A,N/A,N/A,N/A,N/A
12135,50.0079787048,-66.4242800652,12136,11,12134,11,41678,27,N/A,N/A,N/A,N/A,N/A,N/A
12136,50.1002016432,-66.1659320756,12135,11,40033,18,12137,8,41678,31,N/A,N/A,N/A,N/A
12137,50.1526951878,-65.9711577371,12136,8,40033,12,12138,5,N/A,N/A,N/A,N/A,N/A,N/A
12138,50.1826066005,-65.8280385339,40033,9,12139,4,12137,5,N/A,N/A,N/A,N/A,N/A,N/A
12139,50.2005396879,-65.7241303889,40033,9,12138,4,12140,4,N/A,N/A,N/A,N/A,N/A,N/A
12140,50.2159457505,-65.6205097609,40033,10,12139,4,12141,5,N/A,N/A,N/A,N/A,N/A,N/A
12141,50.2340080717,-65.4746975813,39231,14,40033,13,12140,5,12142,8,N/A,N/A,N/A,N/A
12142,50.2533762291,-65.2678375875,39231,9,12143,9,12141,8,N/A,N/A,N/A,N/A,N/A,N/A
12143,50.2692635835,-65.0089784346,39231,9,12144,7,12142,9,N/A,N/A,N/A,N/A,N/A,N/A
12144,50.2765672903,-64.8127825074,39231,15,12143,7,12145,5,40380,10,N/A,N/A,N/A,N/A
12145,50.2799121832,-64.6730049735,12144,5,12146,3,40380,8,N/A,N/A,N/A,N/A,N/A,N/A
12146,50.2815718505,-64.5737330958,12145,3,12147,2,40380,8,N/A,N/A,N/A,N/A,N/A,N/A
12147,50.2824670423,-64.5032787369,42255,6,12146,2,12148,1,40380,9,N/A,N/A,N/A,N/A
12148,50.282990834,-64.45293386,42255,4,12147,1,12149,1,N/A,N/A,N/A,N/A,N/A,N/A
12149,50.2833130106,-64.4173119553,42255,3,12148,1,12150,0,N/A,N/A,N/A,N/A,N/A,N/A
12150,50.2835219859,-64.3918864005,42255,3,12151,0,12149,0,N/A,N/A,N/A,N/A,N/A,N/A
12151,50.2836610726,-64.3738282972,42255,2,12152,0,12150,0,N/A,N/A,N/A,N/A,N/A,N/A
12152,50.2837555534,-64.3610102416,42255,2,12151,0,41313,0,12153,0,N/A,N/A,N/A,N/A
12153,50.283820757,-64.3518955189,12152,0,41313,0,12154,0,N/A,N/A,N/A,N/A,N/A,N/A
12154,50.2838661679,-64.345415935,41313,0,12155,0,12153,0,N/A,N/A,N/A,N/A,N/A,N/A
12155,50.2838979715,-64.3408131159,41313,0,12154,0,12156,0,N/A,N/A,N/A,N/A,N/A,N/A
12156,50.2839205076,-64.3375191393,41313,0,12155,0,12157,0,N/A,N/A,N/A,N/A,N/A,N/A
12157,50.2839427633,-64.3342395926,41313,0,12156,0,12158,0,N/A,N/A,N/A,N/A,N/A,N/A
12158,50.2839735325,-64.3296606457,12159,0,41313,0,12157,0,N/A,N/A,N/A,N/A,N/A,N/A
12159,50.2840162405,-64.3232146751,12160,0,41313,0,39053,1,12158,0,N/A,N/A,N/A,N/A
12160,50.2840751269,-64.314142739,12159,0,12161,0,39053,0,N/A,N/A,N/A,N/A,N/A,N/A
12161,50.2841554308,-64.3013925017,12160,0,12162,0,39053,0,N/A,N/A,N/A,N/A,N/A,N/A
12162,50.2842634348,-64.2834506788,12161,0,12163,0,39053,0,N/A,N/A,N/A,N/A,N/A,N/A
12163,50.2844051012,-64.2582126786,12162,0,41452,3,39053,1,12164,1,N/A,N/A,N/A,N/A
12164,50.2845832077,-64.2226789571,12163,1,41452,3,12165,1,N/A,N/A,N/A,N/A,N/A,N/A
12165,50.2847883872,-64.1727611284,12164,1,41452,3,12166,2,N/A,N/A,N/A,N/A,N/A,N/A
12166,50.2849801776,-64.1024700421,12167,3,41452,4,12165,2,N/A,N/A,N/A,N/A,N/A,N/A
12167,50.2850355262,-64.0035572039,12168,5,41452,7,39461,17,12166,3,N/A,N/A,N/A,N/A
12168,50.2846276409,-63.8645355108,12167,5,12169,7,39461,17,N/A,N/A,N/A,N/A,N/A,N/A
12169,50.2829220211,-63.6690496653,41487,12,12168,7,12170,8,39461,20,N/A,N/A,N/A,N/A
12170,50.2788635534,-63.4381596202,41487,6,12169,8,12171,6,N/A,N/A,N/A,N/A,N/A,N/A
12171,50.2742201686,-63.2684711736,41487,7,12170,6,12172,4,37750,8,N/A,N/A,N/A,N/A
12172,50.2699533197,-63.1479271444,12171,4,12173,3,37750,4,N/A,N/A,N/A,N/A,N/A,N/A
12173,50.2663904712,-63.06226504,12174,2,12172,3,37750,2,N/A,N/A,N/A,N/A,N/A,N/A
12174,50.2635784952,-63.0014543168,12175,1,12173,2,37750,3,N/A,N/A,N/A,N/A,N/A,N/A
12175,50.2614322471,-62.9582441809,12176,1,37750,4,12174,1,N/A,N/A,N/A,N/A,N/A,N/A
12176,50.2597915921,-62.9268112384,12175,1,43432,7,12177,1,37750,5,N/A,N/A,N/A,N/A
12177,50.2578844986,-62.8917806269,43432,6,12178,1,12176,1,N/A,N/A,N/A,N/A,N/A,N/A
12178,50.2550722665,-62.8425368957,43432,4,12177,1,12179,2,N/A,N/A,N/A,N/A,N/A,N/A
12179,50.2508809144,-62.7732460849,43432,3,12178,2,12180,3,N/A,N/A,N/A,N/A,N/A,N/A
12180,50.2446092796,-62.6760158011,43432,5,12179,3,12181,5,N/A,N/A,N/A,N/A,N/A,N/A
12181,50.2352071944,-62.5391236848,43432,9,40491,19,12180,5,12182,7,N/A,N/A,N/A,N/A
12182,50.2214416657,-62.3469889814,12183,9,40491,15,12181,7,N/A,N/A,N/A,N/A,N/A,N/A
12183,50.2035520558,-62.0921785589,12184,7,40491,14,12182,9,N/A,N/A,N/A,N/A,N/A,N/A
12184,50.1906716321,-61.8856758914,12183,7,12185,5,40491,18,40381,7,N/A,N/A,N/A,N/A
12185,50.1830554766,-61.7387577371,12184,5,12186,4,40381,3,N/A,N/A,N/A,N/A,N/A,N/A
12186,50.1786736261,-61.6342475938,12185,4,12187,2,40381,5,N/A,N/A,N/A,N/A,N/A,N/A
12187,50.1761725974,-61.5599562897,12186,2,42572,11,40381,7,12188,2,N/A,N/A,N/A,N/A
12188,50.1745213931,-61.498118418,12187,2,42572,10,12189,3,N/A,N/A,N/A,N/A,N/A,N/A
12189,50.172972994,-61.4154913832,12188,3,42572,9,12190,4,N/A,N/A,N/A,N/A,N/A,N/A
12190,50.1721731543,-61.2991682902,12191,6,42572,9,12189,4,N/A,N/A,N/A,N/A,N/A,N/A
