,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2901,64.31580088,23.91900063,866,11,3247,9,722,14,870,10,3176,7,175,11,,,,,,
168,64.29898517,23.88227938,2191,6,959,8,1392,14,3624,14,3524,10,,,,,,,,
1314,64.27524433,23.83070461,2772,10,3113,7,657,11,2386,6,1392,13,711,14,,,,,,
3624,64.24180515,23.7585992,3852,11,3149,9,3868,15,2544,9,168,14,817,11,2704,11,,,,
528,64.1944804,23.65763714,2866,6,3468,5,,,,,,,,,,,,,,
245,64.12761861,23.51718641,3167,9,3459,15,1676,5,3899,11,2437,9,,,,,,,,
304,64.03273542,23.322339,866,8,2919,6,2498,15,1180,9,2176,7,1132,10,1291,7,,,,
2437,63.92314861,23.10391104,1626,7,245,9,931,9,,,,,,,,,,,,
3392,63.84286009,22.94843301,615,9,3813,5,678,8,817,15,,,,,,,,,,
1392,63.78524896,22.83926001,3813,7,1536,11,2544,12,168,14,1314,13,511,12,3926,10,,,,
1795,63.7441165,22.76254106,1051,11,1397,8,3234,9,52,7,984,5,3604,14,,,,,,
3234,63.71475973,22.70841226,2071,10,1082,7,3868,12,618,8,1795,9,,,,,,,,
2871,63.69381543,22.67011393,251,14,2996,6,1397,13,1770,6,1180,15,,,,,,,,
839,63.67890421,22.64300978,2877,12,3868,14,976,5,3125,14,1253,7,984,14,,,,,,
741,63.66822029,22.62367256,1091,12,3854,5,1377,11,956,8,,,,,,,,,,
3176,63.6574926,22.60432643,3531,14,2901,7,705,13,984,14,2176,15,,,,,,,,
767,63.64247948,22.57737634,3825,5,1141,13,571,7,1377,5,,,,,,,,,,
3116,63.62128242,22.53959025,3852,8,3754,6,2919,5,,,,,,,,,,,,
1918,63.59136128,22.48682921,3531,5,3776,9,,,,,,,,,,,,,,
817,63.54902327,22.41346007,1961,11,3624,11,3392,15,,,,,,,,,,,,
1180,63.48879962,22.31205511,2071,6,3800,9,2758,14,678,5,304,9,2871,15,1544,15,,,,
3468,63.40281135,22.17424218,1305,8,2858,13,528,5,,,,,,,,,,,,
2247,63.27855356,21.99202621,3260,8,3000,15,,,,,,,,,,,,,,
976,63.1248411,21.79851415,3149,11,3531,9,1305,7,839,5,542,6,,,,,,,,
813,63.00670629,21.67620814,1558,14,2131,10,2498,9,,,,,,,,,,,,
1690,62.91972424,21.60161553,3852,6,,,,,,,,,,,,,,,,
1800,62.831615,21.53939194,2772,5,2115,9,1091,14,3868,12,2188,11,931,5,,,,,,
862,62.70631148,21.47098819,866,6,617,8,3604,12,1984,14,,,,,,,,,,
1984,62.53027788,21.4070208,768,5,1456,13,862,14,352,7,,,,,,,,,,
711,62.37365875,21.37456279,2115,8,3854,11,453,8,1974,13,1314,14,,,,,,,,
1869,62.26208389,21.36224885,3825,14,3046,7,1425,8,3776,14,,,,,,,,,,
2188,62.1826494,21.35786023,3167,12,1800,11,,,,,,,,,,,,,,
3899,62.12617809,21.35659364,1497,6,245,11,,,,,,,,,,,,,,
571,62.08606428,21.35650671,3793,15,3800,6,767,7,352,8,,,,,,,,,,
3101,62.05756328,21.35681253,2024,10,1232,8,2504,8,,,,,,,,,,,,
1074,62.03568707,21.35723762,2858,13,2176,6,,,,,,,,,,,,,,
956,62.00837425,21.35799739,610,7,3687,9,453,8,3260,7,741,8,3928,6,,,,,,
511,61.96996369,21.35952769,3543,9,1188,15,1392,12,,,,,,,,,,,,
3125,61.91586343,21.36268877,1626,15,2866,6,360,9,1425,13,839,14,,,,,,,,
1110,61.83976442,21.36938196,1914,7,,,,,,,,,,,,,,,,
3000,61.73302533,21.38392822,657,8,2858,8,618,10,2247,15,1770,14,,,,,,,,
2805,61.58330412,21.41664005,45,11,2919,14,804,15,931,13,3181,15,,,,,,,,
1544,61.40729051,21.47817104,1961,12,573,12,1180,15,,,,,,,,,,,,
2037,61.27919638,21.54254865,3113,14,2914,6,,,,,,,,,,,,,,
1072,61.18963827,21.59940837,1456,13,1160,8,,,,,,,,,,,,,,
3620,61.1120903,21.65796341,870,6,,,,,,,,,,,,,,,,
1684,61.00962706,21.75441208,2071,9,1190,11,2131,14,2498,7,,,,,,,,,,
1377,60.87668502,21.93217274,1914,15,2919,14,3351,7,1887,12,2362,5,741,11,767,5,931,13,1977,6
984,60.7264874,22.26934341,1468,7,3759,10,1795,5,839,14,3176,14,,,,,,,,
1160,60.61362753,22.75259878,1395,15,453,9,1072,8,1676,14,931,13,705,13,,,,,,
1587,60.54783272,23.35116118,308,6,2821,10,,,,,,,,,,,,,,
3414,60.51189561,24.21611051,3776,6,52,8,2893,14,,,,,,,,,,,,
222,60.49676534,25.30498264,3554,10,1141,13,3687,10,2544,6,764,5,,,,,,,,
229,60.48715008,26.13123282,2821,15,657,14,2504,5,1536,11,352,10,,,,,,,,
680,60.47426323,26.72013032,2877,11,2122,6,,,,,,,,,,,,,,
3181,60.45827683,27.13834829,1641,10,2805,15,705,8,,,,,,,,,,,,
1447,60.44121486,27.43482035,722,12,3524,14,,,,,,,,,,,,,,
3926,60.42505332,27.64799453,1974,11,1392,10,3527,8,,,,,,,,,,,,
1676,60.4032191,27.87502387,1497,5,3459,7,71,5,245,5,1160,14,2015,6,,,,,,
175,60.36207941,28.18791579,2024,10,1243,6,1091,8,610,9,3854,14,2122,9,2901,11,,,,
1291,60.26930134,28.59853245,3942,6,2041,10,2866,6,764,8,678,9,1397,14,304,7,,,,
3505,60.05301532,28.83663844,3854,6,931,11,,,,,,,,,,,,,,
2015,59.82815818,28.55006753,3032,11,1676,6,2704,10,,,,,,,,,,,,
2704,59.70434719,28.23085797,724,13,2919,15,1887,12,3624,11,2015,10,,,,,,,,
1770,59.62892795,27.98805315,3247,9,2871,6,3000,14,,,,,,,,,,,,
1132,59.56601527,27.75951007,768,10,1141,14,2544,8,1797,9,304,10,,,,,,,,
52,59.48602334,27.43678779,1051,13,2432,15,1795,7,3414,8,,,,,,,,,,
3985,59.38197531,26.97471804,3854,9,3687,9,3776,7,,,,,,,,,,,,
3928,59.24045194,26.32060318,2987,14,956,6,542,10,,,,,,,,,,,,
2609,59.03177012,25.41438205,2877,5,542,6,,,,,,,,,,,,,,
3604,58.77749376,24.56061384,1190,10,610,12,3800,12,1397,14,1795,14,862,12,,,,,,
2914,58.50290577,24.11087813,2517,7,2772,14,45,13,573,10,3854,12,810,14,2037,6,2302,13,,
3524,58.2462471,24.05586521,2821,9,2115,14,617,12,168,10,1447,14,,,,,,,,
1711,58.06346072,24.11953376,45,14,,,,,,,,,,,,,,,,
542,57.93412622,24.16983621,768,15,2498,12,976,6,3928,10,2609,6,,,,,,,,
931,57.82350006,24.19622667,1456,14,1425,6,1797,15,2437,9,1800,5,2805,13,1377,13,1160,13,3505,11
3527,57.67321998,24.19944567,3855,13,617,9,2866,15,3926,8,,,,,,,,,,
28,57.46481401,24.13176012,120,5,308,15,,,,,,,,,,,,,,
2303,57.26622592,23.83210449,3852,15,1914,6,1305,9,1456,12,2398,12,,,,,,,,
352,57.31225938,23.3078083,1082,7,453,6,1984,7,571,8,229,10,,,,,,,,
2302,57.37682483,22.86870306,2821,13,3868,10,2914,13,,,,,,,,,,,,
1485,57.374732,22.52036819,2772,5,3543,6,,,,,,,,,,,,,,
2398,57.28504308,22.1166272,2303,12,,,,,,,,,,,,,,,,
705,57.14863558,21.80896289,2833,10,2504,9,3176,13,1160,13,3181,8,,,,,,,,
1187,57.03168082,21.62728524,3167,7,3825,6,2131,5,,,,,,,,,,,,
2176,56.93966589,21.51544297,3855,13,2877,7,304,7,3176,15,1074,6,,,,,,,,
2893,56.83564046,21.41405974,3414,14,,,,,,,,,,,,,,,,
1253,56.68189114,21.30177952,3743,8,522,10,839,7,,,,,,,,,,,,
1977,56.48803293,21.20854066,308,11,3852,7,1232,14,448,8,1377,6,,,,,,,,
